InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day,Hour
542718,46000S,POLYESTER FILLER PAD 40x40cm,2,2011-01-31 14:13:00,1.45,15602.0,United Kingdom,2.9,2011,1,31,14
542719,85194S,HANGING SPRING FLOWER EGG SMALL,1,2011-01-31 14:18:00,0.65,17619.0,United Kingdom,0.65,2011,1,31,14
542719,35915C,PEACH KNITTED HEN,1,2011-01-31 14:18:00,1.65,17619.0,United Kingdom,1.65,2011,1,31,14
542719,35915B,BLUE KNITTED HEN,1,2011-01-31 14:18:00,1.65,17619.0,United Kingdom,1.65,2011,1,31,14
542719,84510A,SET OF 4 ENGLISH ROSE COASTERS,4,2011-01-31 14:18:00,1.25,17619.0,United Kingdom,5.0,2011,1,31,14
542719,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-01-31 14:18:00,0.42,17619.0,United Kingdom,0.42,2011,1,31,14
542719,85199L,LARGE HANGING IVORY & RED WOOD BIRD,1,2011-01-31 14:18:00,0.65,17619.0,United Kingdom,0.65,2011,1,31,14
542719,84459B,YELLOW METAL CHICKEN HEART,1,2011-01-31 14:18:00,1.49,17619.0,United Kingdom,1.49,2011,1,31,14
542719,84459A,PINK METAL CHICKEN HEART,1,2011-01-31 14:18:00,1.49,17619.0,United Kingdom,1.49,2011,1,31,14
542719,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-31 14:18:00,2.95,17619.0,United Kingdom,5.9,2011,1,31,14
542719,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2011-01-31 14:18:00,1.25,17619.0,United Kingdom,1.25,2011,1,31,14
542719,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-01-31 14:18:00,3.75,17619.0,United Kingdom,7.5,2011,1,31,14
542719,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,2,2011-01-31 14:18:00,0.85,17619.0,United Kingdom,1.7,2011,1,31,14
542720,POST,POSTAGE,1,2011-01-31 14:35:00,15.0,12778.0,Netherlands,15.0,2011,1,31,14
542724,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-31 14:59:00,1.95,16779.0,United Kingdom,19.5,2011,1,31,14
542724,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-31 14:59:00,1.95,16779.0,United Kingdom,19.5,2011,1,31,14
542724,85099F,JUMBO BAG STRAWBERRY,10,2011-01-31 14:59:00,1.95,16779.0,United Kingdom,19.5,2011,1,31,14
542727,85025C,PINK HEART SHAPE PHOTO FRAME,1,2011-01-31 15:09:00,1.65,17604.0,United Kingdom,1.65,2011,1,31,15
542729,84078A,SET/4 WHITE RETRO STORAGE CUBES,1,2011-01-31 15:17:00,39.95,15194.0,United Kingdom,39.95,2011,1,31,15
542731,47559B,TEA TIME OVEN GLOVE,1,2011-01-31 15:27:00,1.25,13600.0,United Kingdom,1.25,2011,1,31,15
542731,17028J,INCENSE BAZAAR PEACH,6,2011-01-31 15:27:00,0.42,13600.0,United Kingdom,2.52,2011,1,31,15
542731,17084J,LOVE POTION MASALA INCENSE,50,2011-01-31 15:27:00,0.21,13600.0,United Kingdom,10.5,2011,1,31,15
542731,17084A,TRANQUILITY MASALA INCENSE,50,2011-01-31 15:27:00,0.21,13600.0,United Kingdom,10.5,2011,1,31,15
542731,17084P,DRAGONS BLOOD INCENSE,50,2011-01-31 15:27:00,0.21,13600.0,United Kingdom,10.5,2011,1,31,15
542731,17084N,FAIRY DREAMS INCENSE,50,2011-01-31 15:27:00,0.21,13600.0,United Kingdom,10.5,2011,1,31,15
542731,84795C,OCEAN STRIPE HAMMOCK,2,2011-01-31 15:27:00,7.95,13600.0,United Kingdom,15.9,2011,1,31,15
542731,84795B,SUNSET CHECK HAMMOCK,2,2011-01-31 15:27:00,7.95,13600.0,United Kingdom,15.9,2011,1,31,15
542733,85027L,FRENCH CHATEAU LARGE PLATTER,1,2011-01-31 15:35:00,7.95,15058.0,United Kingdom,7.95,2011,1,31,15
542733,15056N,EDWARDIAN PARASOL NATURAL,2,2011-01-31 15:35:00,5.95,15058.0,United Kingdom,11.9,2011,1,31,15
542733,15056BL,EDWARDIAN PARASOL BLACK,2,2011-01-31 15:35:00,5.95,15058.0,United Kingdom,11.9,2011,1,31,15
542733,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-01-31 15:35:00,1.95,15058.0,United Kingdom,1.95,2011,1,31,15
542733,84660A,WHITE STITCHED WALL CLOCK,1,2011-01-31 15:35:00,3.75,15058.0,United Kingdom,3.75,2011,1,31,15
542735,POST,POSTAGE,3,2011-01-31 15:36:00,18.0,12681.0,France,54.0,2011,1,31,15
542737,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-01-31 15:52:00,0.85,15058.0,United Kingdom,10.2,2011,1,31,15
542737,85099B,JUMBO BAG RED RETROSPOT,1,2011-01-31 15:52:00,1.95,15058.0,United Kingdom,1.95,2011,1,31,15
542741,84313B,BLUE TV TRAY TABLE,2,2011-01-31 16:02:00,4.25,17375.0,United Kingdom,8.5,2011,1,31,16
542741,84313C,ORANGE TV TRAY TABLE,2,2011-01-31 16:02:00,4.25,17375.0,United Kingdom,8.5,2011,1,31,16
542741,62074B,ELEPHANT CLIP W SUCTION CUP,10,2011-01-31 16:02:00,0.42,17375.0,United Kingdom,4.2,2011,1,31,16
542745,84875B,GREEN SQUARE COMPACT MIRROR,1,2011-01-31 16:47:00,3.75,15881.0,United Kingdom,3.75,2011,1,31,16
542745,85230B,CINNAMON SCENTED VOTIVE CANDLE,1,2011-01-31 16:47:00,0.29,15881.0,United Kingdom,0.29,2011,1,31,16
542745,47567B,TEA TIME KITCHEN APRON,3,2011-01-31 16:47:00,5.95,15881.0,United Kingdom,17.85,2011,1,31,16
542745,84509B,SET OF 4 FAIRY CAKE PLACEMATS,2,2011-01-31 16:47:00,3.75,15881.0,United Kingdom,7.5,2011,1,31,16
542745,47559B,TEA TIME OVEN GLOVE,1,2011-01-31 16:47:00,1.25,15881.0,United Kingdom,1.25,2011,1,31,16
542776,17013D,ORIGAMI ROSE INCENSE IN TUBE,96,2011-02-01 08:23:00,0.42,15240.0,United Kingdom,40.32,2011,2,1,8
542777,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,12,2011-02-01 08:31:00,1.65,14911.0,EIRE,19.799999999999997,2011,2,1,8
542777,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,2011-02-01 08:31:00,1.65,14911.0,EIRE,19.799999999999997,2011,2,1,8
542777,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,2011-02-01 08:31:00,2.95,14911.0,EIRE,17.700000000000003,2011,2,1,8
542777,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-01 08:31:00,2.95,14911.0,EIRE,17.700000000000003,2011,2,1,8
542777,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-01 08:31:00,1.95,14911.0,EIRE,19.5,2011,2,1,8
542777,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2011-02-01 08:31:00,0.42,14911.0,EIRE,6.72,2011,2,1,8
542777,16156S,WRAP PINK FAIRY CAKES,25,2011-02-01 08:31:00,0.42,14911.0,EIRE,10.5,2011,2,1,8
542779,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2011-02-01 09:36:00,3.75,17147.0,United Kingdom,15.0,2011,2,1,9
542779,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2011-02-01 09:36:00,3.75,17147.0,United Kingdom,15.0,2011,2,1,9
542780,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-01 09:38:00,1.95,17675.0,United Kingdom,19.5,2011,2,1,9
542780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-02-01 09:38:00,2.55,17675.0,United Kingdom,81.6,2011,2,1,9
542782,82494L,WOODEN FRAME ANTIQUE WHITE,12,2011-02-01 10:00:00,2.95,12712.0,Germany,35.400000000000006,2011,2,1,10
542782,POST,POSTAGE,2,2011-02-01 10:00:00,18.0,12712.0,Germany,36.0,2011,2,1,10
542785,84795B,SUNSET CHECK HAMMOCK,12,2011-02-01 10:14:00,6.95,13881.0,United Kingdom,83.4,2011,2,1,10
542786,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-02-01 10:15:00,5.95,17314.0,United Kingdom,17.85,2011,2,1,10
542788,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-02-01 10:37:00,0.85,16570.0,United Kingdom,20.4,2011,2,1,10
542789,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,2011-02-01 10:38:00,5.45,17511.0,United Kingdom,65.4,2011,2,1,10
542789,47590B,PINK HAPPY BIRTHDAY BUNTING,12,2011-02-01 10:38:00,5.45,17511.0,United Kingdom,65.4,2011,2,1,10
542789,16161U,WRAP SUKI AND FRIENDS,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom,10.5,2011,2,1,10
542789,85099B,JUMBO BAG RED RETROSPOT,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom,165.0,2011,2,1,10
542789,85099F,JUMBO BAG STRAWBERRY,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom,165.0,2011,2,1,10
542789,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-02-01 10:38:00,2.55,17511.0,United Kingdom,81.6,2011,2,1,10
542789,16156S,WRAP PINK FAIRY CAKES,25,2011-02-01 10:38:00,0.42,17511.0,United Kingdom,10.5,2011,2,1,10
542790,62086A,PINK RETRO BIG FLOWER BAG,6,2011-02-01 10:38:00,1.95,16612.0,United Kingdom,11.7,2011,2,1,10
542790,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-01 10:38:00,1.95,16612.0,United Kingdom,19.5,2011,2,1,10
542790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-01 10:38:00,2.95,16612.0,United Kingdom,17.700000000000003,2011,2,1,10
542791,47566B,TEA TIME PARTY BUNTING,3,2011-02-01 10:47:00,4.65,15039.0,United Kingdom,13.950000000000001,2011,2,1,10
542791,84508A,CAMOUFLAGE DESIGN TEDDY,1,2011-02-01 10:47:00,2.55,15039.0,United Kingdom,2.55,2011,2,1,10
542791,84313B,BLUE TV TRAY TABLE,3,2011-02-01 10:47:00,4.25,15039.0,United Kingdom,12.75,2011,2,1,10
542791,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-02-01 10:47:00,1.95,15039.0,United Kingdom,19.5,2011,2,1,10
542791,85099B,JUMBO BAG RED RETROSPOT,20,2011-02-01 10:47:00,1.95,15039.0,United Kingdom,39.0,2011,2,1,10
542791,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom,1.25,2011,2,1,10
542791,85049G,CHOCOLATE BOX RIBBONS,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom,1.25,2011,2,1,10
542791,85049C,ROMANTIC PINKS RIBBONS,1,2011-02-01 10:47:00,1.25,15039.0,United Kingdom,1.25,2011,2,1,10
542791,85206A,CREAM FELT EASTER EGG BASKET,4,2011-02-01 10:47:00,1.65,15039.0,United Kingdom,6.6,2011,2,1,10
542791,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-02-01 10:47:00,3.25,15039.0,United Kingdom,9.75,2011,2,1,10
542796,85206A,CREAM FELT EASTER EGG BASKET,18,2011-02-01 11:07:00,1.65,17356.0,United Kingdom,29.7,2011,2,1,11
542797,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 11:08:00,3.75,17884.0,United Kingdom,7.5,2011,2,1,11
542797,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1,2011-02-01 11:08:00,3.75,17884.0,United Kingdom,3.75,2011,2,1,11
542797,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 11:08:00,3.75,17884.0,United Kingdom,7.5,2011,2,1,11
542806,84247G,"DECOUPAGE,GREETING CARD,",24,2011-02-01 11:20:00,0.42,12836.0,United Kingdom,10.08,2011,2,1,11
542806,82494L,WOODEN FRAME ANTIQUE WHITE,12,2011-02-01 11:20:00,2.95,12836.0,United Kingdom,35.400000000000006,2011,2,1,11
542806,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,4,2011-02-01 11:20:00,2.95,12836.0,United Kingdom,11.8,2011,2,1,11
542806,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2011-02-01 11:20:00,2.55,12836.0,United Kingdom,84.14999999999999,2011,2,1,11
542835,85230G,ORANGE VOTIVE CANDLE,24,2011-02-01 11:30:00,0.29,13939.0,United Kingdom,6.959999999999999,2011,2,1,11
542835,85230F,JASMINE VOTIVE CANDLE,24,2011-02-01 11:30:00,0.29,13939.0,United Kingdom,6.959999999999999,2011,2,1,11
542835,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2011-02-01 11:30:00,0.29,13939.0,United Kingdom,6.959999999999999,2011,2,1,11
542835,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,2011-02-01 11:30:00,0.29,13939.0,United Kingdom,6.959999999999999,2011,2,1,11
542835,85230A,OPIUM SCENTED VOTIVE CANDLE,24,2011-02-01 11:30:00,0.29,13939.0,United Kingdom,6.959999999999999,2011,2,1,11
542835,35915C,PEACH KNITTED HEN,6,2011-02-01 11:30:00,1.65,13939.0,United Kingdom,9.899999999999999,2011,2,1,11
542836,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2011-02-01 11:31:00,3.75,16745.0,United Kingdom,7.5,2011,2,1,11
542836,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 11:31:00,3.75,16745.0,United Kingdom,7.5,2011,2,1,11
542836,85099B,JUMBO BAG RED RETROSPOT,6,2011-02-01 11:31:00,1.95,16745.0,United Kingdom,11.7,2011,2,1,11
542836,85135C,RED DRAGONFLY HELICOPTER,1,2011-02-01 11:31:00,7.95,16745.0,United Kingdom,7.95,2011,2,1,11
542858,17084R,ASSORTED INCENSE PACK,72,2011-02-01 11:40:00,0.21,17228.0,United Kingdom,15.12,2011,2,1,11
542858,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2011-02-01 11:40:00,3.75,17228.0,United Kingdom,22.5,2011,2,1,11
542859,17090A,LAVENDER INCENSE 40 CONES IN TIN,36,2011-02-01 11:42:00,0.85,13606.0,United Kingdom,30.599999999999998,2011,2,1,11
542862,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-02-01 11:51:00,2.1,14606.0,United Kingdom,2.1,2011,2,1,11
542862,15044A,PINK PAPER PARASOL,1,2011-02-01 11:51:00,2.95,14606.0,United Kingdom,2.95,2011,2,1,11
542863,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-02-01 11:58:00,5.95,13494.0,United Kingdom,17.85,2011,2,1,11
542863,85014B,RED RETROSPOT UMBRELLA,3,2011-02-01 11:58:00,5.95,13494.0,United Kingdom,17.85,2011,2,1,11
542863,15056N,EDWARDIAN PARASOL NATURAL,3,2011-02-01 11:58:00,5.95,13494.0,United Kingdom,17.85,2011,2,1,11
542863,15056BL,EDWARDIAN PARASOL BLACK,3,2011-02-01 11:58:00,5.95,13494.0,United Kingdom,17.85,2011,2,1,11
542863,15056P,EDWARDIAN PARASOL PINK,3,2011-02-01 11:58:00,5.95,13494.0,United Kingdom,17.85,2011,2,1,11
542863,15044D,RED PAPER PARASOL,6,2011-02-01 11:58:00,2.95,13494.0,United Kingdom,17.700000000000003,2011,2,1,11
542863,15044C,PURPLE PAPER PARASOL,6,2011-02-01 11:58:00,2.95,13494.0,United Kingdom,17.700000000000003,2011,2,1,11
542863,15044B,BLUE PAPER PARASOL,12,2011-02-01 11:58:00,2.95,13494.0,United Kingdom,35.400000000000006,2011,2,1,11
542863,15044A,PINK PAPER PARASOL,6,2011-02-01 11:58:00,2.95,13494.0,United Kingdom,17.700000000000003,2011,2,1,11
542864,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-02-01 12:03:00,3.75,13802.0,United Kingdom,15.0,2011,2,1,12
542864,85099B,JUMBO BAG RED RETROSPOT,100,2011-02-01 12:03:00,1.65,13802.0,United Kingdom,165.0,2011,2,1,12
542864,84596E,SMALL LICORICE DES PINK BOWL,8,2011-02-01 12:03:00,1.25,13802.0,United Kingdom,10.0,2011,2,1,12
542864,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-02-01 12:03:00,1.25,13802.0,United Kingdom,10.0,2011,2,1,12
542868,84801B,WHITE HYDRANGEA ART FLOWER,6,2011-02-01 12:25:00,2.1,16419.0,United Kingdom,12.600000000000001,2011,2,1,12
542868,84805A,CREAM CLIMBING HYDRANGA ART FLOWER,6,2011-02-01 12:25:00,3.75,16419.0,United Kingdom,22.5,2011,2,1,12
542869,82494L,WOODEN FRAME ANTIQUE WHITE,6,2011-02-01 12:27:00,2.95,17035.0,United Kingdom,17.700000000000003,2011,2,1,12
542869,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2011-02-01 12:27:00,1.25,17035.0,United Kingdom,12.5,2011,2,1,12
542869,84510C,SET OF 4 POLKADOT COASTERS,10,2011-02-01 12:27:00,1.25,17035.0,United Kingdom,12.5,2011,2,1,12
542869,85232D,SET/3 DECOUPAGE STACKING TINS,3,2011-02-01 12:27:00,4.95,17035.0,United Kingdom,14.850000000000001,2011,2,1,12
542869,79191C,RETRO PLASTIC ELEPHANT TRAY,12,2011-02-01 12:27:00,0.85,17035.0,United Kingdom,10.2,2011,2,1,12
542869,79191D,RETRO PLASTIC DAISY TRAY,12,2011-02-01 12:27:00,0.85,17035.0,United Kingdom,10.2,2011,2,1,12
542870,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-02-01 12:29:00,1.95,15203.0,United Kingdom,19.5,2011,2,1,12
542870,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-01 12:29:00,1.95,15203.0,United Kingdom,19.5,2011,2,1,12
542872,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,72,2011-02-01 12:42:00,2.1,15939.0,United Kingdom,151.20000000000002,2011,2,1,12
542872,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,72,2011-02-01 12:42:00,2.1,15939.0,United Kingdom,151.20000000000002,2011,2,1,12
542872,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-02-01 12:42:00,0.95,15939.0,United Kingdom,11.399999999999999,2011,2,1,12
542872,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-02-01 12:42:00,0.85,15939.0,United Kingdom,10.2,2011,2,1,12
542881,84884A,ANT WHITE WIRE HEART SPIRAL,2,2011-02-01 12:54:00,3.95,14587.0,United Kingdom,7.9,2011,2,1,12
542881,82494L,WOODEN FRAME ANTIQUE WHITE,1,2011-02-01 12:54:00,2.95,14587.0,United Kingdom,2.95,2011,2,1,12
542881,85061W,WHITE JEWELLED HEART DECORATION,4,2011-02-01 12:54:00,0.85,14587.0,United Kingdom,3.4,2011,2,1,12
542881,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-02-01 12:54:00,3.75,14587.0,United Kingdom,3.75,2011,2,1,12
542881,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 12:54:00,3.75,14587.0,United Kingdom,7.5,2011,2,1,12
542881,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2011-02-01 12:54:00,3.75,14587.0,United Kingdom,3.75,2011,2,1,12
542886,85206A,CREAM FELT EASTER EGG BASKET,3,2011-02-01 13:09:00,1.65,16515.0,United Kingdom,4.949999999999999,2011,2,1,13
542886,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-02-01 13:09:00,0.85,16515.0,United Kingdom,20.4,2011,2,1,13
542887,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-01 13:10:00,1.95,12373.0,Austria,19.5,2011,2,1,13
542887,POST,POSTAGE,1,2011-02-01 13:10:00,40.0,12373.0,Austria,40.0,2011,2,1,13
542888,47566B,TEA TIME PARTY BUNTING,5,2011-02-01 13:15:00,4.65,15687.0,United Kingdom,23.25,2011,2,1,13
542890,84509C,SET OF 4 POLKADOT PLACEMATS,24,2011-02-01 13:25:00,2.95,15311.0,United Kingdom,70.80000000000001,2011,2,1,13
542890,15056N,EDWARDIAN PARASOL NATURAL,3,2011-02-01 13:25:00,5.95,15311.0,United Kingdom,17.85,2011,2,1,13
542890,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-02-01 13:25:00,0.85,15311.0,United Kingdom,10.2,2011,2,1,13
542890,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-02-01 13:25:00,2.1,15311.0,United Kingdom,2.1,2011,2,1,13
542890,85019A,ROMANTIC IMAGES NOTEBOOK SET,2,2011-02-01 13:25:00,4.25,15311.0,United Kingdom,8.5,2011,2,1,13
542890,85163B,BLACK BAROQUE WALL CLOCK,1,2011-02-01 13:25:00,12.75,15311.0,United Kingdom,12.75,2011,2,1,13
542890,85167B,BLACK GRAND BAROQUE PHOTO FRAME,2,2011-02-01 13:25:00,4.25,15311.0,United Kingdom,8.5,2011,2,1,13
542890,47559B,TEA TIME OVEN GLOVE,4,2011-02-01 13:25:00,1.25,15311.0,United Kingdom,5.0,2011,2,1,13
542890,17136A,BLUE STONES ON WIRE FOR CANDLE,4,2011-02-01 13:25:00,0.21,15311.0,United Kingdom,0.84,2011,2,1,13
542890,84912B,GREEN ROSE WASHBAG,2,2011-02-01 13:25:00,3.75,15311.0,United Kingdom,7.5,2011,2,1,13
542890,84849D,HOT BATHS SOAP HOLDER,2,2011-02-01 13:25:00,1.69,15311.0,United Kingdom,3.38,2011,2,1,13
542890,84971S,SMALL HEART FLOWERS HOOK,24,2011-02-01 13:25:00,0.85,15311.0,United Kingdom,20.4,2011,2,1,13
542890,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-02-01 13:25:00,3.75,15311.0,United Kingdom,3.75,2011,2,1,13
542890,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,1,2011-02-01 13:25:00,3.75,15311.0,United Kingdom,3.75,2011,2,1,13
542890,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-02-01 13:25:00,1.25,15311.0,United Kingdom,10.0,2011,2,1,13
542890,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-02-01 13:25:00,1.25,15311.0,United Kingdom,10.0,2011,2,1,13
542891,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-02-01 13:26:00,2.55,16705.0,United Kingdom,163.2,2011,2,1,13
542891,82494L,WOODEN FRAME ANTIQUE WHITE,48,2011-02-01 13:26:00,2.55,16705.0,United Kingdom,122.39999999999999,2011,2,1,13
542894,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,2011-02-01 13:45:00,0.85,12775.0,Netherlands,10.2,2011,2,1,13
542894,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-02-01 13:45:00,3.25,12775.0,Netherlands,26.0,2011,2,1,13
542894,POST,POSTAGE,2,2011-02-01 13:45:00,15.0,12775.0,Netherlands,30.0,2011,2,1,13
542895,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-02-01 13:47:00,3.25,14549.0,United Kingdom,6.5,2011,2,1,13
542895,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2011-02-01 13:47:00,2.95,14549.0,United Kingdom,2.95,2011,2,1,13
542895,85099B,JUMBO BAG RED RETROSPOT,3,2011-02-01 13:47:00,1.95,14549.0,United Kingdom,5.85,2011,2,1,13
542895,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-02-01 13:47:00,1.95,14549.0,United Kingdom,7.8,2011,2,1,13
542895,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-02-01 13:47:00,3.75,14549.0,United Kingdom,3.75,2011,2,1,13
542895,47566B,TEA TIME PARTY BUNTING,1,2011-02-01 13:47:00,4.65,14549.0,United Kingdom,4.65,2011,2,1,13
542895,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-01 13:47:00,2.95,14549.0,United Kingdom,8.850000000000001,2011,2,1,13
542897,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-01 13:55:00,2.95,15854.0,United Kingdom,17.700000000000003,2011,2,1,13
542897,15056BL,EDWARDIAN PARASOL BLACK,33,2011-02-01 13:55:00,5.95,15854.0,United Kingdom,196.35,2011,2,1,13
542898,85206A,CREAM FELT EASTER EGG BASKET,2,2011-02-01 14:01:00,1.65,16110.0,United Kingdom,3.3,2011,2,1,14
542898,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-02-01 14:01:00,0.42,16110.0,United Kingdom,0.42,2011,2,1,14
542898,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-02-01 14:01:00,0.65,16110.0,United Kingdom,0.65,2011,2,1,14
542898,84509B,SET OF 4 FAIRY CAKE PLACEMATS,1,2011-02-01 14:01:00,3.75,16110.0,United Kingdom,3.75,2011,2,1,14
542898,84509G,SET OF 4 FAIRY CAKE PLACEMATS,1,2011-02-01 14:01:00,3.75,16110.0,United Kingdom,3.75,2011,2,1,14
542898,84971S,SMALL HEART FLOWERS HOOK,3,2011-02-01 14:01:00,0.85,16110.0,United Kingdom,2.55,2011,2,1,14
542898,85061W,WHITE JEWELLED HEART DECORATION,5,2011-02-01 14:01:00,0.85,16110.0,United Kingdom,4.25,2011,2,1,14
542899,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 14:12:00,3.75,17376.0,United Kingdom,7.5,2011,2,1,14
542899,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 14:12:00,3.75,17376.0,United Kingdom,7.5,2011,2,1,14
542899,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2011-02-01 14:12:00,3.75,17376.0,United Kingdom,7.5,2011,2,1,14
542899,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 14:12:00,3.75,17376.0,United Kingdom,7.5,2011,2,1,14
542900,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2011-02-01 14:24:00,12.75,14180.0,United Kingdom,12.75,2011,2,1,14
542904,15056BL,EDWARDIAN PARASOL BLACK,15,2011-02-01 14:58:00,5.95,12682.0,France,89.25,2011,2,1,14
542904,15056N,EDWARDIAN PARASOL NATURAL,3,2011-02-01 14:58:00,5.95,12682.0,France,17.85,2011,2,1,14
542904,POST,POSTAGE,3,2011-02-01 14:58:00,18.0,12682.0,France,54.0,2011,2,1,14
542905,POST,POSTAGE,1,2011-02-01 15:11:00,28.0,12540.0,Spain,28.0,2011,2,1,15
542908,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-02-01 15:24:00,2.95,13110.0,United Kingdom,35.400000000000006,2011,2,1,15
542908,48173C,DOORMAT BLACK FLOCK,1,2011-02-01 15:24:00,7.95,13110.0,United Kingdom,7.95,2011,2,1,15
542911,47590B,PINK HAPPY BIRTHDAY BUNTING,21,2011-02-01 15:41:00,5.45,12676.0,Sweden,114.45,2011,2,1,15
542911,47590A,BLUE HAPPY BIRTHDAY BUNTING,21,2011-02-01 15:41:00,5.45,12676.0,Sweden,114.45,2011,2,1,15
542911,POST,POSTAGE,1,2011-02-01 15:41:00,40.0,12676.0,Sweden,40.0,2011,2,1,15
542914,85099F,JUMBO BAG STRAWBERRY,8,2011-02-01 16:03:00,1.95,16161.0,United Kingdom,15.6,2011,2,1,16
542914,85099C,JUMBO  BAG BAROQUE BLACK WHITE,8,2011-02-01 16:03:00,1.95,16161.0,United Kingdom,15.6,2011,2,1,16
